Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
26,S. Thiam,Modelling Land Use and Land Cover in the Transboundary Mono River Catchment of Togo and Benin Using Markov Chain and Stakeholder’s Perspectives,2022,Sustainability (Switzerland),NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128174432&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128174432&origin=inward,11,2025-04-16T06:25:17Z,Article,10.3390/su14074160,2071-1050,https://api.elsevier.com/content/abstract/scopus_id/85128174432,14,7,NA,NA,26,8.67,26,1,3,NA,NA,NA
7,L. De Simone,Urban shopping malls and sustainability approaches in chilean cities: Relations between environmental impacts of buildings and greenwashing branding discourses,2021,Sustainability (Switzerland),NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109532697&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109532697&origin=inward,56,2025-04-16T06:25:17Z,Article,10.3390/su13137228,2071-1050,https://api.elsevier.com/content/abstract/scopus_id/85109532697,13,13,NA,NA,7,1.75,7,1,4,NA,NA,NA
17,M.I. Shah,The impacts of land use change on biodiversity and ecosystem services: An empirical investigation from highly fragile countries,2023,Sustainable Development,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142610987&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142610987&origin=inward,20,2025-04-16T06:25:17Z,Article,10.1002/sd.2454,0968-0802,https://api.elsevier.com/content/abstract/scopus_id/85142610987,31,3,1384,1400,17,8.5,17,1,2,NA,NA,NA
0,B.W. Pandey,"Impact of Land Use Change on Livelihood Options: A Case Study of Upper Pasolgad Watershed, Uttarakhand",2021,Sustainable Development Goals Series,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195120246&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195120246&origin=inward,116,2025-04-16T06:25:17Z,Book Chapter,10.1007/978-3-030-85839-1_20,2523-3084,https://api.elsevier.com/content/abstract/scopus_id/85195120246,NA,NA,331,345,0,0,0,1,4,NA,NA,NA
0,M.L.C. de Beyssac,"Global-Local Internet Activism in Brazil: Campaigns, Online Petitions and Action Organization as a Borderline Movement",2022,Sustaining Communities: Prospects and Challenges,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195000033&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195000033&origin=inward,117,2025-04-16T06:25:17Z,Book Chapter,NA,NA,https://api.elsevier.com/content/abstract/scopus_id/85195000033,NA,NA,295,318,0,0,0,1,3,NA,NA,NA
1,S. de Lima,Effective Altruism’s Unsuspecting Twenty-First-Century Colonialism,2023,"The Good It Promises, the Harm It Does: Critical Essays on Effective Altruism",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152829494&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152829494&origin=inward,104,2025-04-16T06:25:17Z,Book Chapter,10.1093/oso/9780197655696.003.0002,NA,https://api.elsevier.com/content/abstract/scopus_id/85152829494,NA,NA,8,25,1,0.5,1,1,2,NA,NA,NA
0,E. Kinefuchi,"Wangari Maathai: Advocacy for the environment, human rights, and democracy",2023,The Palgrave Handbook of Global Sustainability,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198688740&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198688740&origin=inward,115,2025-04-16T06:25:17Z,Book Chapter,10.1007/978-3-031-01949-4_185,NA,https://api.elsevier.com/content/abstract/scopus_id/85198688740,3,NA,2407,2416,0,0,0,1,2,NA,NA,NA
11,A.J.F. Martin,Factors influencing the use of introduced black locust (Robinia pseudoacacia) for slope stabilization in post-war South Korea,2023,"Trees, Forests and People",NA,https://api.elsevier.com/content/article/eid/1-s2.0-S2666719323000766,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85172703436&origin=inward,36,2025-04-16T06:25:17Z,Article,10.1016/j.tfp.2023.100444,2666-7193,https://api.elsevier.com/content/abstract/scopus_id/85172703436,14,NA,NA,NA,11,5.5,11,1,2,NA,NA,NA
9,M.T. Ibouroi,Understanding Drivers of Unsustainable Natural Resource Use in the Comoro Islands,2021,Tropical Conservation Science,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112697492&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112697492&origin=inward,48,2025-04-16T06:25:17Z,Article,10.1177/19400829211032585,1940-0829,https://api.elsevier.com/content/abstract/scopus_id/85112697492,14,NA,NA,NA,9,2.25,9,1,4,NA,NA,NA
11,R. Floors,Satellite-based estimation of roughness lengths and displacement heights for wind resource modelling,2021,Wind Energy Science,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118787719&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118787719&origin=inward,40,2025-04-16T06:25:17Z,Article,10.5194/wes-6-1379-2021,2366-7443,https://api.elsevier.com/content/abstract/scopus_id/85118787719,6,6,1379,1400,11,2.75,11,1,4,NA,NA,NA
6,D.A. Miteva,The effectiveness of protected areas in the context of decentralization,2021,World Development,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0305750X21000589,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102336397&origin=inward,64,2025-04-16T06:25:17Z,Article,10.1016/j.worlddev.2021.105446,0305-750X,https://api.elsevier.com/content/abstract/scopus_id/85102336397,142,NA,NA,NA,6,1.5,6,1,4,NA,NA,NA
3,S. Auma,"Assessment of the impacts of climate change on livestock water sources and livestock production: Case study, Karamoja region of Uganda",2022,World Water Policy,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139923535&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139923535&origin=inward,79,2025-04-16T06:25:17Z,Article,10.1002/wwp2.12086,2639-541X,https://api.elsevier.com/content/abstract/scopus_id/85139923535,8,2,180,200,3,1,3,1,3,NA,NA,NA
0,N. de Sadeleer,MODERATE ASSESSMENT OF THE EUROPEAN GREEN PACT: IS THE GLASS HALF EMPTY OR HALF FULL?,2024,Actualidad Juridica Ambiental,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201214995&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201214995&origin=inward,50,2025-04-16T06:26:42Z,Article,10.56398/ajacieda.00371,1989-5666,https://api.elsevier.com/content/abstract/scopus_id/85201214995,2024,146,51,76,0,0,0,1,1,NA,NA,NA
0,R.M. Ndonbou,Involvement of soil erosion processes in the development of landslides in the locality of Echiock (West Cameroon),2024,"Advanced Tools for Studying Soil Erosion Processes: Erosion Modelling, Soil Redistribution Rates, Advanced Analysis, and Artificial Intelligence",NA,https://api.elsevier.com/content/article/eid/3-s2.0-B9780443222627000023,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205193905&origin=inward,46,2025-04-16T06:26:42Z,Book Chapter,10.1016/B978-0-443-22262-7.00002-3,NA,https://api.elsevier.com/content/abstract/scopus_id/85205193905,NA,NA,471,483,0,0,0,1,1,NA,NA,NA
0,N.L. Saleh,Peatland forest monitoring and management solution in Peninsular Malaysia: Optimal parameters for LoRa data,2025,Ain Shams Engineering Journal,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S2090447925001157,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105001835223&origin=inward,63,2025-04-16T06:26:42Z,Article,10.1016/j.asej.2025.103374,2090-4479,https://api.elsevier.com/content/abstract/scopus_id/105001835223,16,6,NA,NA,0,0,0,1,1,NA,NA,NA
0,T.N. Huy,Combatting forest fires in the drylands of Sub-Saharan Africa: Quasi-experimental evidence from Burkina Faso,2024,American Journal of Agricultural Economics,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186608238&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186608238&origin=inward,60,2025-04-16T06:26:42Z,Article,10.1111/ajae.12464,0002-9092,https://api.elsevier.com/content/abstract/scopus_id/85186608238,106,5,1684,1713,0,0,0,1,1,NA,NA,NA
2,R. Harding,"Buying a Blind Eye: Campaign Donations, Regulatory Enforcement, and Deforestation",2024,American Political Science Review,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162184971&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85162184971&origin=inward,19,2025-04-16T06:26:42Z,Article,10.1017/S0003055423000412,0003-0554,https://api.elsevier.com/content/abstract/scopus_id/85162184971,118,2,635,653,2,2,2,1,1,NA,NA,NA
5,S. White,The need for radical climate interventions: six years to secure humanity's ‘liveable future’,2024,Anaesthesia,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181925619&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85181925619&origin=inward,11,2025-04-16T06:26:42Z,Editorial,10.1111/anae.16160,0003-2409,https://api.elsevier.com/content/abstract/scopus_id/85181925619,79,3,232,236,5,5,5,1,1,NA,NA,NA
0,K.M. Woods,Smallholder Cash Cropping Expansion and the Privatization of Communal Forestland in Southeast Myanmar,2024,Asia Pacific Issues,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210422894&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210422894&origin=inward,41,2025-04-16T06:26:42Z,Article,NA,1522-0966,https://api.elsevier.com/content/abstract/scopus_id/85210422894,27,166,NA,NA,0,0,0,1,1,NA,NA,NA
0,H. Boer,"Deliberate disproportionate policy outcomes and regulating deforestation in Queensland, Australia",2024,Australian Journal of Public Administration,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165154378&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85165154378&origin=inward,61,2025-04-16T06:26:42Z,Article,10.1111/1467-8500.12593,0313-6647,https://api.elsevier.com/content/abstract/scopus_id/85165154378,83,1,50,68,0,0,0,1,1,NA,NA,NA
0,H. Güdücüoğlu,A One Health Approach to Zoonotic Diseases in Extraordinary and Ordinary Circumstances,2024,Balkan Medical Journal,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197809372&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197809372&origin=inward,53,2025-04-16T06:26:42Z,Editorial,10.4274/balkanmedj.galenos.2024.2024-140624,2146-3123,https://api.elsevier.com/content/abstract/scopus_id/85197809372,41,4,236,238,0,0,0,1,1,NA,NA,NA
0,D.T. Muhamediyeva,Model of interaction between different populations of organisms for the conservation of biodiversity,2024,BIO Web of Conferences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205548158&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205548158&origin=inward,45,2025-04-16T06:26:42Z,Conference Paper,10.1051/bioconf/202412601015,2273-1709,https://api.elsevier.com/content/abstract/scopus_id/85205548158,126,NA,NA,NA,0,0,0,1,1,NA,NA,NA
13,R. Kumar,River pollution in India: exploring regulatory and remedial paths,2024,Clean Technologies and Environmental Policy,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186456217&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186456217&origin=inward,4,2025-04-16T06:26:42Z,Review,10.1007/s10098-024-02763-9,1618-954X,https://api.elsevier.com/content/abstract/scopus_id/85186456217,26,9,2777,2799,13,13,13,1,1,NA,NA,NA
1,A. Peeters,A spatial machine-learning model for predicting crop water stress index for precision irrigation of vineyards,2024,Computers and Electronics in Agriculture,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0168169924009694,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209952462&origin=inward,22,2025-04-16T06:26:42Z,Article,10.1016/j.compag.2024.109578,0168-1699,https://api.elsevier.com/content/abstract/scopus_id/85209952462,227,NA,NA,NA,1,1,1,1,1,NA,NA,NA
0,L. Musubaho,"Anthropogenic Effects on Amphibian Diversity and Habitat Similarity in the Yoko Forest Reserve, Democratic Republic of the Congo",2024,Diversity,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213324615&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213324615&origin=inward,37,2025-04-16T06:26:42Z,Article,10.3390/d16120756,1424-2818,https://api.elsevier.com/content/abstract/scopus_id/85213324615,16,12,NA,NA,0,0,0,1,1,NA,NA,NA
1,D.J. Hassan,"Study on Limitations for Implementation of Improved Biomass Cookstoves as a Greenhouse Gas Emission Reduction and Cooking Efficiency Technology: A Case Study of Rural Households in Kilimanjaro, Tanzania",2024,E3S Web of Conferences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201220741&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201220741&origin=inward,26,2025-04-16T06:26:42Z,Conference Paper,10.1051/e3sconf/202456101017,2555-0403,https://api.elsevier.com/content/abstract/scopus_id/85201220741,561,NA,NA,NA,1,1,1,1,1,NA,NA,NA
0,F. Harmono,Policy recommendations for community empowerment in climate change adaptation: a study of the Go Green Pandawara Group campaign in Support of SDG 13 Climate Action,2025,E3S Web of Conferences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85218192602&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85218192602&origin=inward,29,2025-04-16T06:26:42Z,Conference Paper,10.1051/e3sconf/202560905006,2555-0403,https://api.elsevier.com/content/abstract/scopus_id/85218192602,609,NA,NA,NA,0,0,0,1,1,NA,NA,NA
2,J. Zhang,"National Forest Restoration Projects in China: Cost-Efficiency, and Trade-Off Between Carbon Sequestration and Water Consumption",2024,Earth's Future,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212518746&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212518746&origin=inward,16,2025-04-16T06:26:42Z,Article,10.1029/2024EF004976,2328-4277,https://api.elsevier.com/content/abstract/scopus_id/85212518746,12,12,NA,NA,2,2,2,1,1,NA,NA,NA
1,D.d. N’tambwe Nghonda,"Reforestation Initiatives in the Lubumbashi Charcoal Production Basin (DR Congo): Plant Diversity Selection, Management Practices, and Ecosystems Structure",2025,Ecologies,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001111143&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105001111143&origin=inward,28,2025-04-16T06:26:42Z,Article,10.3390/ecologies6010017,2673-4133,https://api.elsevier.com/content/abstract/scopus_id/105001111143,6,1,NA,NA,1,1,1,1,1,NA,NA,NA
6,F. Haq,Effectiveness of Billion Trees Tsunami Afforestation Projects in restoration of forests in Pakistan,2024,"Environment, Development and Sustainability",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189473914&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189473914&origin=inward,10,2025-04-16T06:26:42Z,Article,10.1007/s10668-024-04573-x,1387-585X,https://api.elsevier.com/content/abstract/scopus_id/85189473914,NA,NA,NA,NA,6,6,6,1,1,NA,NA,NA
0,I.G. Lee,"Hydrogeochemical study at a reforestation area from Itu city, São Paulo State, Brazil",2025,Environmental Earth Sciences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214237686&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85214237686&origin=inward,35,2025-04-16T06:26:42Z,Article,10.1007/s12665-024-12081-4,1866-6280,https://api.elsevier.com/content/abstract/scopus_id/85214237686,84,2,NA,NA,0,0,0,1,1,NA,NA,NA
7,E.B. Ewane,Understanding Community Participation in Tree Planting and Management in Deforested Areas in Cameroon’s Western Highlands,2024,Environmental Management,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174925280&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174925280&origin=inward,8,2025-04-16T06:26:42Z,Article,10.1007/s00267-023-01902-0,0364-152X,https://api.elsevier.com/content/abstract/scopus_id/85174925280,73,1,274,291,7,7,7,1,1,NA,NA,NA
1,A. Vorbrugg,Envisioning “new forests” on abandoned farmland in Russia: A discourse analysis of a controversy,2024,Environmental Science and Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1462901124002053,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202547340&origin=inward,25,2025-04-16T06:26:42Z,Article,10.1016/j.envsci.2024.103871,1462-9011,https://api.elsevier.com/content/abstract/scopus_id/85202547340,161,NA,NA,NA,1,1,1,1,1,NA,NA,NA
0,N. Akingbe,Tropical Eco-African Futurism in Ben Okri’s every leaf a hallelujah and Ndhlovu and Keokgale’s Zandi’s Song,2025,eTropic,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000495736&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000495736&origin=inward,66,2025-04-16T06:26:42Z,Article,10.25120/etropic.24.1.2025.4185,1448-2940,https://api.elsevier.com/content/abstract/scopus_id/105000495736,24,1,76,97,0,0,0,1,1,NA,NA,NA
13,M. Rodrigues,An empirical assessment of the potential of post-fire recovery of tree-forest communities in Mediterranean environments,2024,Forest Ecology and Management,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0378112723008216,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85178050059&origin=inward,5,2025-04-16T06:26:42Z,Article,10.1016/j.foreco.2023.121587,0378-1127,https://api.elsevier.com/content/abstract/scopus_id/85178050059,552,NA,NA,NA,13,13,13,1,1,NA,NA,NA
0,A. Srivastav,Assessing Forest Resilience Amidst the Challenges of Climate Change,2024,"Forest Policies, Laws, and Governance in India: Conservation Challenges in the Face of Climate Change",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211858108&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211858108&origin=inward,40,2025-04-16T06:26:42Z,Book Chapter,10.1007/978-981-97-3862-5_6,NA,https://api.elsevier.com/content/abstract/scopus_id/85211858108,NA,NA,233,280,0,0,0,1,1,NA,NA,NA
3,M. Valente,Crowdfunding or crowdsourcing time: Exploring the willingness of private citizens to help prevent forest fires,2024,Forest Policy and Economics,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1389934124000637,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189025434&origin=inward,14,2025-04-16T06:26:42Z,Article,10.1016/j.forpol.2024.103210,1389-9341,https://api.elsevier.com/content/abstract/scopus_id/85189025434,163,NA,NA,NA,3,3,3,1,1,NA,NA,NA
0,S. Liebal,Forest condition and forest restoration as topics of online communication – An analysis of website performance of selected forest actors in Germany,2025,Forest Policy and Economics,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1389934125000334,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85217935616&origin=inward,30,2025-04-16T06:26:42Z,Article,10.1016/j.forpol.2025.103454,1389-9341,https://api.elsevier.com/content/abstract/scopus_id/85217935616,172,NA,NA,NA,0,0,0,1,1,NA,NA,NA
2,C. Ma,"In Situ Rainwater Harvesting System Slows Forest Decline through Increasing Soil Water Content, Fine-Root Traits, and Plant Hydraulic Conductivity",2024,Forests,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188808252&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85188808252&origin=inward,18,2025-04-16T06:26:42Z,Article,10.3390/f15030571,1999-4907,https://api.elsevier.com/content/abstract/scopus_id/85188808252,15,3,NA,NA,2,2,2,1,1,NA,NA,NA
1,S. Baldessari,Rethinking Public Participation in Forest Policies: A Literature Review of Participatory Techniques,2024,Forests,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205047916&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205047916&origin=inward,24,2025-04-16T06:26:42Z,Review,10.3390/f15091514,1999-4907,https://api.elsevier.com/content/abstract/scopus_id/85205047916,15,9,NA,NA,1,1,1,1,1,NA,NA,NA
1,G. Amadori,Gaming for Ecological Activism: A Multidimensional Model for Networks Articulated Through Video Games,2024,Games and Culture,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153627193&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153627193&origin=inward,27,2025-04-16T06:26:42Z,Article,10.1177/15554120231170141,1555-4120,https://api.elsevier.com/content/abstract/scopus_id/85153627193,19,5,551,570,1,1,1,1,1,NA,NA,NA
0,R. Bonnell,L-Band InSAR Snow Water Equivalent Retrieval Uncertainty Increases With Forest Cover Fraction,2024,Geophysical Research Letters,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212782783&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212782783&origin=inward,38,2025-04-16T06:26:42Z,Article,10.1029/2024GL111708,0094-8276,https://api.elsevier.com/content/abstract/scopus_id/85212782783,51,24,NA,NA,0,0,0,1,1,NA,NA,NA
3,G.B. Fisher,Mapping recent timber harvest activity in a temperate forest using single date airborne LiDAR surveys and machine learning: lessons for conservation planning,2024,GIScience and Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199092947&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85199092947&origin=inward,13,2025-04-16T06:26:42Z,Article,10.1080/15481603.2024.2379198,1548-1603,https://api.elsevier.com/content/abstract/scopus_id/85199092947,61,1,NA,NA,3,3,3,1,1,NA,NA,NA
0,L. Huebner,Desertification in Algeria and Turkey: Climate Change Leading to “Natural Selection” of Restoration Concepts,2024,Handbook of Environmental Chemistry,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85217151798&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85217151798&origin=inward,32,2025-04-16T06:26:42Z,Book Chapter,10.1007/698_2024_1101,1867-979X,https://api.elsevier.com/content/abstract/scopus_id/85217151798,136,NA,155,174,0,0,0,1,1,NA,NA,NA
0,A. Budhathoki,Catalyzing progress: Unveiling the impact of metallic improved cooking stoves on energy security and sustainable development,2024,Heliyon,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S2405844024157647,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85208199879&origin=inward,43,2025-04-16T06:26:42Z,Article,10.1016/j.heliyon.2024.e39733,2405-8440,https://api.elsevier.com/content/abstract/scopus_id/85208199879,10,21,NA,NA,0,0,0,1,1,NA,NA,NA
0,L.C. San Vicente,"""The Most Mrecious Forest Jewel"": Mexican Conservationist thought at the Chapultepec Forest",2025,Historia Ambiental Latinoamericana y Caribena,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001521444&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105001521444&origin=inward,64,2025-04-16T06:26:42Z,Article,10.32991/2237-2717.2025v15i1.p52-79,2237-2717,https://api.elsevier.com/content/abstract/scopus_id/105001521444,15,1,52,79,0,0,0,1,1,NA,NA,NA
0,T. Jagdhuber,Estimation of Forest Water Potential from Ground-Based L-Band Radiometry,2025,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85216904218&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85216904218&origin=inward,33,2025-04-16T06:26:42Z,Article,10.1109/JSTARS.2025.3533567,1939-1404,https://api.elsevier.com/content/abstract/scopus_id/85216904218,18,NA,5509,5522,0,0,0,1,1,NA,NA,NA
0,J.E. Pereira-Pires,Forest Height Mapping With Multifrequency SAR in Mediterranean Forests,2025,IEEE Transactions on Geoscience and Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85217636797&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85217636797&origin=inward,31,2025-04-16T06:26:42Z,Article,10.1109/TGRS.2025.3538216,0196-2892,https://api.elsevier.com/content/abstract/scopus_id/85217636797,63,NA,NA,NA,0,0,0,1,1,NA,NA,NA
0,M. Edward,Climate change and contagion: the emerging threat of zoonotic diseases in Africa,2025,Infection Ecology and Epidemiology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212296762&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212296762&origin=inward,39,2025-04-16T06:26:42Z,Article,10.1080/20008686.2024.2441534,2000-8686,https://api.elsevier.com/content/abstract/scopus_id/85212296762,15,1,NA,NA,0,0,0,1,1,NA,NA,NA
0,I. Hassan,Evaluation of climate change coverage across news sources in selected Malaysian electronic newspapers,2024,Information Development,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206633117&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206633117&origin=inward,44,2025-04-16T06:26:42Z,Article,10.1177/02666669241284992,0266-6669,https://api.elsevier.com/content/abstract/scopus_id/85206633117,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA
0,L.M. Granja,Enhanced Forest Inventories: A QGIS Plugin to incorporate R processing tools in forest management,2024,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213340115&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213340115&origin=inward,36,2025-04-16T06:26:42Z,Conference Paper,10.5194/isprs-archives-XLVIII-3-2024-203-2024,1682-1750,https://api.elsevier.com/content/abstract/scopus_id/85213340115,48,3,203,208,0,0,0,1,1,NA,NA,NA
0,M. Bottani,A Statistical Method for Near Real-Time Deforestation Monitoring Using Time Series of Sentinel-1 Images,2024,International Geoscience and Remote Sensing Symposium (IGARSS),NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204915516&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204915516&origin=inward,47,2025-04-16T06:26:42Z,Conference Paper,10.1109/IGARSS53475.2024.10641547,NA,https://api.elsevier.com/content/abstract/scopus_id/85204915516,NA,NA,11457,11460,0,0,0,1,1,NA,NA,NA
