,Cites,Authors,Title,Inclusion_rens,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,source_dataset,title_lower,unique_id
675,247,S. Quegan,The European Space Agency BIOMASS mission: Measuring forest above-ground biomass from space,0,2019,Remote Sensing of Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425719301233,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063982424&origin=inward,3,Article,10.1016/j.rse.2019.03.032,0034-4257,https://api.elsevier.com/content/abstract/scopus_id/85063982424,227,NA,44,60,247,41.17,247,1,6,NA,NA,NA,scopus,the european space agency biomass mission: measuring forest above-ground biomass from space,paper_1356
676,180,C Palmer,The extent and causes of illegal logging: an analysis of a major cause of tropical deforestation in Indonesia,1,2001,NA,discovery.ucl.ac.uk,https://discovery.ucl.ac.uk/id/eprint/17588/,"https://scholar.google.com/scholar?cites=386348439565200180&as_sdt=2005&sciodt=0,5&hl=en",113,NA,NA,NA,NA,NA,NA,NA,NA,180,7.5,180,1,24,"… This paper considers the scale and underlying causes of recent high rates of deforestation in Indonesia. Its extent during 1997-98 is analysed using a materials balance model, the …",https://discovery.ucl.ac.uk/id/eprint/17588/1/17588.pdf,"https://scholar.google.com/scholar?q=related:NGvP29uVXAUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the extent and causes of illegal logging: an analysis of a major cause of tropical deforestation in indonesia,paper_1358
677,21,"S Mahanty, A Bradley, S Milne",The forest carbon commodity chain in Cambodia's voluntary carbon market,0,2015,Conservation and Development …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315887302-11/forest-carbon-commodity-chain-cambodia-voluntary-carbon-market-sango-mahanty-amanda-bradley-sarah-milne,"https://scholar.google.com/scholar?cites=8093767267334708632&as_sdt=2005&sciodt=0,5&hl=en",123,NA,10.4324/9781315887302-11,NA,NA,NA,NA,NA,NA,21,2.1,7,3,10,"… In examining the forest carbon commodity chain, we focus on … Initially, we consider whether forest carbon is subject to the … institutions to standardize forest carbon trade, notably the …",NA,"https://scholar.google.com/scholar?q=related:mF0rcHLWUnAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the forest carbon commodity chain in cambodia's voluntary carbon market,paper_1360
678,0,RE from Deforestation,The Forest Carbon Partnership Facility (FCPF) Readiness Plan Idea Note (R-PIN) Template,0,2008,NA,researchgate.net,https://www.researchgate.net/profile/Rajan-Kotru/publication/281782392_R-PIN_Nepal_World_Bank's_FCPF_2008/links/55f83ede08ae07629dd1e8e3/R-PIN-Nepal-World-Banks-FCPF-2008.pdf,NA,587,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,17,"… The high increase in shrubland whilst the overall forest area was decreasing gives clear evidence of high rates of forest degradation over the period, although the total loss of forested …",https://www.researchgate.net/profile/Rajan-Kotru/publication/281782392_R-PIN_Nepal_World_Bank's_FCPF_2008/links/55f83ede08ae07629dd1e8e3/R-PIN-Nepal-World-Banks-FCPF-2008.pdf,"https://scholar.google.com/scholar?q=related:j_sAnTZL6iUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the forest carbon partnership facility (fcpf) readiness plan idea note (r-pin) template,paper_1361
679,3,BJ McFarland,The future of tropical forest conservation finance,0,2017,Conservation of Tropical Rainforests: A Review of …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-63236-0_18,"https://scholar.google.com/scholar?cites=17524252579100512804&as_sdt=2005&sciodt=0,5&hl=en",954,NA,10.1007/978-3-319-63236-0_18,NA,NA,NA,NA,NA,NA,3,0.38,3,1,8,"… both commercializing activities that rely on forest conservation and make the activities that drive deforestation less bankable,” and the World Bank’s “Forest Carbon Partnership Facility’s …",NA,"https://scholar.google.com/scholar?q=related:JFKCi9-mMvMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the future of tropical forest conservation finance,paper_1364
680,178,"AJ Negri, RF Adler, L Xu, J Surratt",The impact of Amazonian deforestation on dry season rainfall,0,2004,Journal of climate,journals.ametsoc.org,https://journals.ametsoc.org/view/journals/clim/17/6/1520-0442_2004_017_1306_tioado_2.0.co_2.xml,"https://scholar.google.com/scholar?cites=866212723746887722&as_sdt=2005&sciodt=0,5&hl=en",151,HTML,NA,NA,NA,NA,NA,NA,NA,178,8.48,45,4,21,… Many modeling studies have concluded that widespread deforestation of Amazonia would … gauge data showed an increase in regional rainfall since deforestation began around 1978. …,https://journals.ametsoc.org/view/journals/clim/17/6/1520-0442_2004_017_1306_tioado_2.0.co_2.xml,"https://scholar.google.com/scholar?q=related:KljbAuJnBQwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the impact of amazonian deforestation on dry season rainfall,paper_1368
681,105,"R Verburg, S Rodrigues Filho, D Lindoso, N Debortoli…",The impact of commodity price and conservation policy scenarios on deforestation and agricultural land use in a frontier area within the Amazon,1,2014,Land use policy,Elsevier,https://www.sciencedirect.com/science/article/pii/S0264837712001913,"https://scholar.google.com/scholar?cites=13974803332655402138&as_sdt=2005&sciodt=0,5&hl=en",330,NA,NA,NA,NA,NA,NA,NA,NA,105,9.55,21,5,11,"… Deforestation in the Amazon is caused by the complex … policies on land use and deforestation by 2020, we used the … borders of CUs by allowing 5% deforestation in CUs, that both …",https://www.academia.edu/download/50484842/The_impact_of_commodity_price_and_conser20161122-6498-epxyp5.pdf,"https://scholar.google.com/scholar?q=related:msze4JZ58MEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the impact of commodity price and conservation policy scenarios on deforestation and agricultural land use in a frontier area within the amazon,paper_1370
682,15,M.Y. Jin,The impact of dynamic traffic and wind conditions on green infrastructure performance to improve local air quality,0,2024,Science of the Total Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0048969724003462,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183581607&origin=inward,3,Article,10.1016/j.scitotenv.2024.170211,0048-9697,https://api.elsevier.com/content/abstract/scopus_id/85183581607,917,NA,NA,NA,15,15,15,1,1,NA,NA,NA,scopus,the impact of dynamic traffic and wind conditions on green infrastructure performance to improve local air quality,paper_1371
683,325,"H Xiao, Q Weng",The impact of land use and land cover changes on land surface temperature in a karst area of China,0,2007,Journal of environmental management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0301479706003045,"https://scholar.google.com/scholar?cites=1949230585088260313&as_sdt=2005&sciodt=0,5&hl=en",646,NA,NA,NA,NA,NA,NA,NA,NA,325,18.06,163,2,18,"… The study also reveals that due to the government's efforts on reforestation, rural ecosystems in some of the study area were being restored. The time required for the karst ecosystem to …","https://scholar.google.com/scholar?output=instlink&q=info:2TiDweMODRsJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=16495530204389504194&oi=lle","https://scholar.google.com/scholar?q=related:2TiDweMODRsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the impact of land use and land cover changes on land surface temperature in a karst area of china,paper_1375
684,105,S Wijitkosum,The impact of land use and spatial changes on desertification risk in degraded areas in Thailand,0,2016,Sustainable Environment Research,Elsevier,https://www.sciencedirect.com/science/article/pii/S246820391630019X,"https://scholar.google.com/scholar?cites=11738040912818213098&as_sdt=2005&sciodt=0,5&hl=en",736,HTML,NA,NA,NA,NA,NA,NA,NA,105,11.67,105,1,9,"… The reforestation campaign began on an area of 13.93 km 2 within the premises to rehabilitate the area, including the soil and water bodies. The process took more than 20 yr until the …",https://www.sciencedirect.com/science/article/pii/S246820391630019X,"https://scholar.google.com/scholar?q=related:6hCI9wTm5aIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the impact of land use and spatial changes on desertification risk in degraded areas in thailand,paper_1376
685,4,"M Dharmasaputra, A Wahyudi",The Impact of Payment-for-Performance Finance on the Political Economy of Deforestation in Indonesia,0,2014,CGD Climate and Forest Paper Series,cgdev.org,https://www.cgdev.org/sites/default/files/CGD-Climate-Forest-Series-9-Dhamasaputra-Wahyudi-Indonesia.pdf,"https://scholar.google.com/scholar?cites=12953123171817125371&as_sdt=2005&sciodt=0,5&hl=en",176,PDF,NA,NA,NA,NA,NA,NA,NA,4,0.36,2,2,11,"… campaign proved successful. Increasing public awareness of products tied to deforestation … oil and pulp and paper companies to avoid deforestation, due to their concern over losing …",https://www.cgdev.org/sites/default/files/CGD-Climate-Forest-Series-9-Dhamasaputra-Wahyudi-Indonesia.pdf,"https://scholar.google.com/scholar?q=related:-3UKbOW8wrMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the impact of payment-for-performance finance on the political economy of deforestation in indonesia,paper_1377
686,6,T Surandoko,The impact of provincial forest subsidies on deforestation in Indonesia,0,2021,… The Indonesian Journal of Development Planning,scholar.archive.org,https://scholar.archive.org/work/k2zomq7y7fh6bnxuzvc5kspjsq/access/wayback/https://journal.bappenas.go.id/index.php/jpp/article/download/202/113,"https://scholar.google.com/scholar?cites=4330986367286013450&as_sdt=2005&sciodt=0,5&hl=en",241,PDF,NA,NA,NA,NA,NA,NA,NA,6,1.5,6,1,4,"… , the rate of deforestation in … deforestation and regional economic activity (Adrison 2013). This study estimated the relationship between democracy, decentralization, and deforestation. …",https://scholar.archive.org/work/k2zomq7y7fh6bnxuzvc5kspjsq/access/wayback/https://journal.bappenas.go.id/index.php/jpp/article/download/202/113,"https://scholar.google.com/scholar?q=related:Cm4kjSfBGjwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the impact of provincial forest subsidies on deforestation in indonesia,paper_1378
687,51,"Neal, C; Reynolds, B; Wilkinson, J; Hill, T; Neal, M; Hill, S; Harrow, M",The impacts of conifer harvesting on runoff water quality: a regional survey for Wales,0,1998,HYDROLOGY AND EARTH SYSTEM SCIENCES,EUROPEAN GEOPHYSICAL SOCIETY,http://dx.doi.org/10.5194/hess-2-323-1998,NA,NA,Article,10.5194/hess-2-323-1998,1027-5606,NA,2,2-3,323,344,NA,NA,NA,NA,NA,"Major, minor and trace element chemistry of runoff at stormflow and baseflow from 67 catchments (2 to 5 ha in area) has been determined to investigate the effects of clear felling and replanting of conifers on stream water quality across Wales. Samples, collected by local forestry workers (Forest Enterprise staff) on a campaign basis on up to eight occasions, were for 16 mature first rotation standing forest: the remainder represented areas completely clear felled from less than one to up to forty years previously. As the waters drain acidic and acid sensitive soils, acidic runoff is often encountered. However, higher pH values with associated positive alkalinities and base cation enrichments are observed due to the influence of weathering reactions within the bedrock. There is little systematic variation in water quality between baseflow and stormflow for each site indicating a complex and erratic contribution of waters from the soil and underlying parent material. 80% or more of the data points show hardly any changes with felling time, but there are a few outlier points with much higher concentrations that provide important information on the processes operative. The dearest outlier felling response is for nitrate at five of the more recently felled sites on brown earth, gley and podzolic soil types. ANC, the prime indicator of stream acidity, shows a diverse response from both high to low outlier values (>+400 to -300 mu Eq/1). In parallel to nitrate, aluminium, potassium and barium concentrations are higher in waters sampled up to 4 years post felling, but the time series response is even less clear than that for nitrate. Cadmium, zinc and lead and lanthanides/actinides show large variations from site to site due to localized vein ore-mineralization in the underlying bedrock. The survey provides a strong indication that forest harvesting can have marked local effects on some chemical components of runoff for the first four years after felling but that this is confined to a small number of sites where nitrate production and aluminium leaching are high. In general, deforestation leads to a reversal of acidification when the nitrate pulse is low. The variability in water quality from catchment to catchment is too high for generalized conclusions to be made over the extent of the potential changes from site to site. The value of an organised campaign of opportunistic sampling using an infrastructure of enthusiastic staff from regionally dispersed organisations associated with environmental matters (in this case the forestry industry) is highlighted.",NA,NA,webofscience,the impacts of conifer harvesting on runoff water quality: a regional survey for wales,paper_1379
688,12,"Shah, MI; Abbas, S; Olohunlana, AO; Sinha, A",The impacts of land use change on biodiversity and ecosystem services: An empirical investigation from highly fragile countries,0,2023,SUSTAINABLE DEVELOPMENT,WILEY,http://dx.doi.org/10.1002/sd.2454,NA,NA,Article,10.1002/sd.2454,0968-0802,NA,31,3,1384,1400,NA,NA,NA,NA,NA,"Globally, biodiversity and ecosystem services (BES) are rapidly declining due to continuous human intervention. The most important factor behind this rapid decline in BES has been attributed to the different land use changes such as agricultural expansion, urbanization, and deforestation practices. Therefore, the present study intends to understand the impacts of land use changes along with the effects of egalitarian democracy, human capital and globalization on BES taking a sample of 20 countries where ecosystem services and biodiversity are most fragile during 1990-2019 period. The study employs robust econometric models that can tackle the problem of cross-sectional dependence within the data. The finding demonstrates that agricultural expansion and urbanization both negatively and significantly affect the BES whereas forest area is positively associated with BES. The impacts of egalitarian democracy, human capital development as well as that of globalization are found to be decreasing the BES loss. Finally, some policy recommendations are provided to offset the loss of BES which can serve as the benchmark for developing policy interventions across the countries.",NA,NA,webofscience,the impacts of land use change on biodiversity and ecosystem services: an empirical investigation from highly fragile countries,paper_1380
689,956,"V Vijay, SL Pimm, CN Jenkins, SJ Smith",The impacts of oil palm on recent deforestation and biodiversity loss,0,2016,PloS one,journals.plos.org,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159668&xid=17259,15700022,15700186,15700190,15700256,15700259,15700262,15700265,15700271","https://scholar.google.com/scholar?cites=10191241590789124267&as_sdt=2005&sciodt=0,5&hl=en",304,HTML,NA,NA,NA,NA,NA,NA,NA,956,106.22,239,4,9,… deforestation-free sources of palm oil. To guide interventions aimed at reducing tropical deforestation due … Our analysis reveals regional trends in deforestation associated with oil palm …,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159668&xid=17259,15700022,15700186,15700190,15700256,15700259,15700262,15700265,15700271","https://scholar.google.com/scholar?q=related:qzAsNzuQbo0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the impacts of oil palm on recent deforestation and biodiversity loss,paper_1381
690,0,COFC LENDING,THE INTERNATIONAL MONETARY FUND AND DEFORESTATION,0,2024,NA,bu.edu,https://www.bu.edu/gdp/files/2024/10/TF-WP-014-FIN.pdf,NA,299,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"… For instance, reforms are costly to incumbents when implemented close to elections (Rickard and Caraway 2014), which is why we include a dummy variable for upcoming elections (…",https://www.bu.edu/gdp/files/2024/10/TF-WP-014-FIN.pdf,"https://scholar.google.com/scholar?q=related:4Me8GaxWrywJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the international monetary fund and deforestation,paper_1383
691,40,"Shandra, JM; Shircliff, E; London, B","The International Monetary Fund, World Bank, and structural adjustment: A cross-national analysis of forest loss",0,2011,SOCIAL SCIENCE RESEARCH,ACADEMIC PRESS INC ELSEVIER SCIENCE,http://dx.doi.org/10.1016/j.ssresearch.2010.08.004,NA,NA,Article,10.1016/j.ssresearch.2010.08.004,0049-089X,NA,40,1,210,225,NA,NA,NA,NA,NA,We test competing hypotheses drawn from neo-liberal economic theory and dependency theory regarding the effects of International Monetary Fund and World Bank structural adjustment on deforestation In doing so we analyze cross-national data for a sample of sixty low and middle income nations from 1990 to 2005 We find substantial support for dependency theory that both International Monetary Fund and World Bank structural adjustment lending are associated with higher rates of forest loss We also find that a number of factors linked to other theoretical perspectives help to explain deforestation These include non-governmental organizations gross domestic product per capita economic growth primary sector economic activity democracy total population growth non-dependent population growth rural population growth urban population growth tropical climate and natural forest stocks We conclude with a discussion of the findings theoretical implications methodological implications policy implications and possible directions for future research (C) 2010 Elsevier Inc All rights reserved,NA,NA,webofscience,"the international monetary fund, world bank, and structural adjustment: a cross-national analysis of forest loss",paper_1384
692,10,"MJR Bahamón, DA Campillo…",The investigation as an environmental education strategy,0,2018,Revista De La …,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/articulo?codigo=8809715,"https://scholar.google.com/scholar?cites=4230184235161862811&as_sdt=2005&sciodt=0,5&hl=en",935,NA,NA,NA,NA,NA,NA,NA,NA,10,1.43,3,3,7,… -Promote a public awareness campaign about contamination of water sources. The campaign was … Cleaning campaign and reforestation around the Guayabales pond of el rio Pescado. …,https://dialnet.unirioja.es/descarga/articulo/8809715.pdf,"https://scholar.google.com/scholar?q=related:m8JHPyaitDoJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the investigation as an environmental education strategy,paper_1386
693,202,"R Avissar, PL Silva Dias…",The large‐scale biosphere‐atmosphere experiment in Amazonia (LBA): Insights and future research needs,0,2002,Journal of …,Wiley Online Library,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2002JD002704,"https://scholar.google.com/scholar?cites=18212258111701853069&as_sdt=2005&sciodt=0,5&hl=en",485,NA,10.1029/2002JD002704,NA,NA,NA,NA,NA,NA,202,8.78,67,3,23,… the joint major atmospheric mesoscale campaign in the wet … deforestation as is in fact taking place in the Amazon and it is not obvious how to estimate the effects of partial deforestation …,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2002JD002704,"https://scholar.google.com/scholar?q=related:jSO3iULwvvwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the large‐scale biosphere‐atmosphere experiment in amazonia (lba): insights and future research needs,paper_1388
694,32,IK Maji,The link between trade openness and deforestation for environmental quality in Nigeria,0,2017,GeoJournal,Springer,https://link.springer.com/article/10.1007/s10708-015-9678-7,"https://scholar.google.com/scholar?cites=10938236174943638288&as_sdt=2005&sciodt=0,5&hl=en",514,NA,10.1007/s10708-015-9678-7,NA,NA,NA,NA,NA,NA,32,4,32,1,8,… This paper examines the effect of trade openness on deforestation for environmental quality … to deforestation. This suggests that trade openness and growth reduce deforestation and …,https://www.researchgate.net/profile/Ibrahim-Maji-2/publication/283943506_The_link_between_trade_openness_and_deforestation_for_environmental_quality_in_Nigeria/links/589c82d945851573881ab7d7/The-link-between-trade-openness-and-deforestation-for-environmental-quality-in-Nigeria.pdf,"https://scholar.google.com/scholar?q=related:ENPXDNlrzJcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the link between trade openness and deforestation for environmental quality in nigeria,paper_1390
695,9,"J Corredor-Garcia, F López Vega",The logic of “War on Deforestation”: a military response to climate change in the Colombian Amazon,0,2024,Alternatives,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/03043754231181741,"https://scholar.google.com/scholar?cites=7469689516386639717&as_sdt=2005&sciodt=0,5&hl=en",74,NA,10.1177/03043754231181741,NA,NA,NA,NA,NA,NA,9,9,5,2,1,"… campaign: to stop the “deforestation hemorrhage” of recent years, recover the humid tropical forest, and prosecute those who are behind what he called deforestation … Artemis campaign. …",NA,"https://scholar.google.com/scholar?q=related:ZV-v_gmrqWcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the logic of “war on deforestation”: a military response to climate change in the colombian amazon,paper_1391
696,44,"Z Kovacic, OV Salazar",The lose-lose predicament of deforestation through subsistence farming: Unpacking agricultural expansion in the Ecuadorian Amazon,0,2017,Journal of Rural Studies,Elsevier,https://www.sciencedirect.com/science/article/pii/S0743016717300992,"https://scholar.google.com/scholar?cites=606558830461647265&as_sdt=2005&sciodt=0,5&hl=en",559,NA,NA,NA,NA,NA,NA,NA,NA,44,5.5,22,2,8,"… farming practices and the implementation of policies aimed at increasing agricultural production, on (i) the livelihood of smallholders; (ii) the national economy; and (iii) deforestation …",NA,"https://scholar.google.com/scholar?q=related:ofkK6QruaggJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the lose-lose predicament of deforestation through subsistence farming: unpacking agricultural expansion in the ecuadorian amazon,paper_1392
697,17,B.F. Milmanda,The Multilevel Politics of Enforcement: Environmental Institutions in Argentina,1,2020,Politics and Society,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077153403&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077153403&origin=inward,76,Article,10.1177/0032329219894074,0032-3292,https://api.elsevier.com/content/abstract/scopus_id/85077153403,48,1,3,26,17,3.4,17,1,5,NA,NA,NA,scopus,the multilevel politics of enforcement: environmental institutions in argentina,paper_1394
698,298,TK Rudel,The national determinants of deforestation in sub-Saharan Africa,1,2013,… Transactions of the Royal Society B …,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2012.0405,"https://scholar.google.com/scholar?cites=1683603025830195392&as_sdt=2005&sciodt=0,5&hl=en",193,NA,10.1098/rstb.2012.0405,NA,NA,NA,NA,NA,NA,298,24.83,298,1,12,"… between African deforestation and Asian–Latin American deforestation. While large plantations, farms and ranches have become the primary agents for tropical deforestation in …",https://royalsocietypublishing.org/doi/full/10.1098/rstb.2012.0405,"https://scholar.google.com/scholar?q=related:wLBhKQhcXRcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,the national determinants of deforestation in sub-saharan africa,paper_1395
699,5,S. White,The need for radical climate interventions: six years to secure humanity's ‘liveable future’,0,2024,Anaesthesia,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181925619&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85181925619&origin=inward,11,Editorial,10.1111/anae.16160,0003-2409,https://api.elsevier.com/content/abstract/scopus_id/85181925619,79,3,232,236,5,5,5,1,1,NA,NA,NA,scopus,the need for radical climate interventions: six years to secure humanity's ‘liveable future’,paper_1397
