,unique_id,Cites,Authors,Title,title_lower,abstract,outcome_variable,treatment_variable,exp_methods,theoretical_interest,to_include,Source,inclusion_paloma,inclusion_rens,Publisher,Year,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,FullTextURL,RelatedURL,source_dataset
11,paper_552,17,A Morjaria,Electoral competition and deforestation: Evidence from Kenya,electoral competition and deforestation: evidence from kenya,"What was the impact of the democratization wave that hit Sub-Saharan Africa in the early
1990s on the distribution of economic resources? This paper focuses on closed canopy forests
of Kenya. Anecdotal and case studies show that these forests have suffered severe destruction
since the early 1990s. In this paper I bring new evidence to investigate whether the sudden
introduction of multi-party elections in the Moi era raised political motives to allow district
access to government forest land. Closed canopy forests in the forest reserves of Kenya are
owned and managed by the central government. I create two novel data sets to understand this
issue. First, using Landsat satellite imagery I create a panel data of forest cover. Second, to
uncover the possible mechanisms, I assemble a detailed panel data of forest land allocations by
the government. Satellite imagery reveals that deforestation increased after the introduction
of multi-party politics. This has been driven by more deforestation in loyal districts and little
in opposition districts. The government administrative data shows, that after the introduction
of political competition, forest land has been primarily transferred for private use (to individuals/communities)
rather than for public use (e.g. building schools). Further, within the private
allocations it is land used for squatter settlements that has increased since the introduction of
political competition. Lastly, I find a correlation that in swing districts that greater access to
forest land leads to higher votes for the ruling party in the next election. The findings shed light
into understanding how weak political institutions can lead to serious pathologies in resource
allocation.",1,1,1,1,1,Paper for the World Bank's,1,1,NA,2012,NA,"https://scholar.google.com/scholar?cites=8437823195370513196&as_sdt=2005&sciodt=0,5&hl=en",12,CITATION,NA,NA,NA,NA,NA,NA,NA,17,1.31,17,1,13,NA,"https://scholar.google.com/scholar?q=related:LGOcnX0rGXUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
12,paper_952,0,"M Abdullah, MP Mamat, TMT Ibrahim, FNT Hussain‚Ä¶",MEASURING PUBLIC PREFERENCES ON FOREST CONSERVATION: A CHOICE EXPERIMENT APPROACH,measuring public preferences on forest conservation: a choice experiment approach,"This paper presents an application of a choice experiment (CE) measuring public preferences towards forest conservation specifically at state of Kelantan. Choice experiment is an economic approach in valuing forest ecosystem services. Economic analysis related to public preferences towards forest conservation become increasingly crucial especially in assisting both federal and state Government to conserve and manage forest ecosystem sustainably. Forest conservation at Kelantan is conceptualized with four attributes relating to public preferences: forest function as watershed areas, forest function as flood mitigation, forest as carbon sink and lastly forest landscape as breeding habitat for fauna. The analysis employs a Multinomial Logit Model (MNL) to analyse the public preferences. The results from the CE data indicate that public in Kelantan has the highest preference for forest function as flood mitigation, followed by forest as carbon sink and forest function as watershed areas. However, surprisingly the result also showed public negative preference on attribute forest landscape as breeding habitat for fauna. The results of this research may help to understand the environmental and economic aspects of forest ecosystem services that may influence public preferences towards forest conservation",1,0,1,0,0,ijafp.org,1,0,NA,NA,https://ijafp.org/wp-content/uploads/2020/11/KLIAFP10_107.pdf,NA,838,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,NA,https://ijafp.org/wp-content/uploads/2020/11/KLIAFP10_107.pdf,"https://scholar.google.com/scholar?q=related:HczUE2qygX4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
13,paper_131,16,"A Chandra, D Fauzi, FH Khatimah, SA Wicaksono","Assessing drivers of forest conservation in Simancuang Village forest, west Sumatra","assessing drivers of forest conservation in simancuang village forest, west sumatra","This study empirically assessed Social Forestry program implementation in Simancuang
Village Forest or locally known as Hutan Nagari (HN) Simancuang in West Sumatra,
Indonesia. We performed two analyses using primary and secondary data, namely
propensity score matching to estimate the effects of the enactment of HN Simancuang in
2012 on forest cover loss and ordinal logistic regression (OLR) to predict the determinants of
conservation awareness.",1,0,1,0,0,Small-Scale Forestry,1,1,Springer,2022,https://link.springer.com/article/10.1007/s11842-021-09489-2,"https://scholar.google.com/scholar?cites=13522947461666382900&as_sdt=2005&sciodt=0,5&hl=en",740,HTML,10.1007/s11842-021-09489-2,NA,NA,NA,NA,NA,NA,16,5.33,4,4,3,https://link.springer.com/article/10.1007/s11842-021-09489-2,"https://scholar.google.com/scholar?q=related:NCTlmBEpq7sJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
14,paper_1367,89,"AS Mather, CL Needle, J Fairbairn",The human drivers of global land cover change: the case of forests,the human drivers of global land cover change: the case of forests,"The results of a new approach to the specification of the relationship between deforestation and population are presented. They suggest that approximately half of the deforestation that has occurred over the long sweep of human history can be explained statistically in terms of population growth. It is cautioned, however, that serious conceptual and methodological problems confront the analysis of the relationship. It is also emphasized that the relationship is complex. Evidence is presented to show that it has changed through time, and that it is complicated by interactions between various factors operating in different ways at different levels. Copyright © 1998 John Wiley & Sons, Ltd.",1,0,1,0,0,Hydrological processes,1,0,Wiley Online Library,1998,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1099-1085(19981030)12:13/14%3C1983::AID-HYP713%3E3.0.CO;2-M,"https://scholar.google.com/scholar?cites=2613174415994020502&as_sdt=2005&sciodt=0,5&hl=en",598,NA,10.1002/(SICI)1099-1085(19981030)12:13/14%3C1983::AID-HYP713%3E3.0.CO;2-M,NA,NA,NA,NA,NA,NA,89,3.3,30,3,27,https://www.academia.edu/download/55140315/_28sici_291099-1085_2819981030_2912_3A13_2F14_3C1983_3A_3Aaid-hyp713_3E3.0.co_3B2-m20171128-25817-10qrexk.pdf,"https://scholar.google.com/scholar?q=related:lmJ2QUncQyQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
15,paper_740,475,AM Jacobs,Governing for the long term: Democracy and the politics of investment,governing for the long term: democracy and the politics of investment,"In Governing for the Long Term, Alan M. Jacobs investigates the conditions under which elected governments invest in long-term social benefits at short-term social cost. Jacobs contends that, along the path to adoption, investment-oriented policies must surmount three distinct hurdles to future-oriented state action: a problem of electoral risk, rooted in the scarcity of voter attention; a problem of prediction, deriving from the complexity of long-term policy effects; and a problem of institutional capacity, arising from interest groups' preferences for distributive gains over intertemporal bargains. Testing this argument through a four-country historical analysis of pension policymaking, the book illuminates crucial differences between the causal logics of distributive and intertemporal politics and makes a case for bringing trade-offs over time to the center of the study of policymaking.",0,1,1,0,0,NA,0,1,books.google.com,2011,https://books.google.com/books?hl=en&lr=&id=gt0iO0BEAaQC&oi=fnd&pg=PR7&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=nnZV3EYI3c&sig=7cDYnEoKJZ4w7ZqWWv_reXAJvxQ,"https://scholar.google.com/scholar?cites=11971049052234121189&as_sdt=2005&sciodt=0,5&hl=en",807,BOOK,NA,NA,NA,NA,NA,NA,NA,475,33.93,475,1,14,NA,"https://scholar.google.com/scholar?q=related:5f8wC7C1IaYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
16,paper_1382,131,"S Dasgupta, E De Cian","The influence of institutions, governance, and public opinion on the environment: Synthesized findings from applied econometrics studies","the influence of institutions, governance, and public opinion on the environment: synthesized findings from applied econometrics studies","We synthesize the empirical contributions from the existing applied economics literature examining the influence of institutions and governance on environmental policy, environmental performance, and green investment. The literature on the influence of populism and public opinion on environmental policy adoption is also reviewed in line with the special issue. First, the paper describes how the relationship between institutions, environmental performance and environmental policy have been conceptualized and operationalized in the literature and summarizes the main findings. The second part of the paper outlines avenues for future research with specific attention to the energy transition and climate change literature. With respect to the positivist worldview adopted by this paper, we highlight various opportunities for empirical work that have recently emerged with the growing availability of data in the field of green investments, climate, and energy policy. Expanding the current empirical literature towards these research topics is of both scientific and policy relevance and can provide important insights on the broader field of sustainability transition and sustainable development. Regarding the alternative, non-positivist worldviews, future research could explore ways to connect the richer approaches such as complex adaptive systems and socio-technical transition studies with applied econometric methods, as well as future-oriented studies.",1,1,1,1,1,Energy Research &Social Science,1,1,Elsevier,2018,https://www.sciencedirect.com/science/article/pii/S2214629618305164,"https://scholar.google.com/scholar?cites=16087785371053045030&as_sdt=2005&sciodt=0,5&hl=en",359,NA,NA,NA,NA,NA,NA,NA,NA,131,18.71,66,2,7,NA,"https://scholar.google.com/scholar?q=related:JrVX6I5LQ98J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
17,paper_307,338,A Grainger,Controlling tropical deforestation,controlling tropical deforestation,"Tropical rain forest is being cleared so rapidly and on such a scale that it is a major global environmental problem, threatening the survival of half of the world's plant and animal species and contributing to global climate change through the greenhouse effect. But, despite widespread concern for over twenty years, only limited progress has been made in controlling deforestation and improving forest management in the humid tropics.

 In this book Alan Grainger offers afresh analysis of the causes of deforestation and presents an integrated strategy for controlling it. His strategy embraces agriculture, forestry and conservation and stresses the need for changes in government policies if land use is to be made more sustainable and the underlying causes of the problem are to be addressed. Controlling Tropical Deforestation is essential reading for policy makers, agronomists, foresters, conservationists and development professionals. To general readers and students on introductory courses at schools and universities it also offers the first concise but comprehensive overview of the causes, scale and consequences of deforestation. Alan Grainger is a lecturer in geography at the University of Leeds. He is author of The Threatening Desert: Controlling Desertification, also published by Earthscan. Originally published in 1992",1,0,0,0,0,NA,0,1,taylorfrancis.com,2013,https://www.taylorfrancis.com/books/mono/10.4324/9781315066875/controlling-tropical-deforestation-alan-grainger,"https://scholar.google.com/scholar?cites=9416737450148439048&as_sdt=2005&sciodt=0,5&hl=en",350,BOOK,10.4324/9781315066875,NA,NA,NA,NA,NA,NA,338,28.17,338,1,12,NA,"https://scholar.google.com/scholar?q=related:CCQ3o9H4roIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
18,paper_1337,83,"C Balboni, A Berman, R Burgess‚Ä¶",The economics of tropical deforestation,the economics of tropical deforestation,"Two factors have elevated recent academic and policy interest in tropical deforestation: first, the realization that it is a major contributor to climate change; and second, a revolution in satellite-based measurement that has revealed that it is proceeding at a rapid rate. We begin by reviewing the methodological advances that have enabled measurement of forest loss at a fine spatial resolution across the globe. We then develop a simple benchmark model of deforestation based on classic models of natural resource extraction. Extending this approach to incorporate features that characterize deforestation in developing countriesópressure for land use change, significant local and global externalities, weak property rights, and political economy constraintsóprovides us with a framework for reviewing the fast-growing empirical literature on the economics of deforestation in the tropics. This combination of theory and empirics provides insights not only into the economic drivers and impacts of tropical deforestation but also into policies that may affect its progression. We conclude by identifying areas where more work is needed in this important body of research.",1,0,0,0,0,Annual Review of ‚Ä¶,1,1,annualreviews.org,2023,https://www.annualreviews.org/content/journals/10.1146/annurev-economics-090622-024705,"https://scholar.google.com/scholar?cites=9038309233301338557&as_sdt=2005&sciodt=0,5&hl=en",51,HTML,10.1146/annurev-economics-090622-024705,NA,NA,NA,NA,NA,NA,83,41.5,21,4,2,https://www.annualreviews.org/content/journals/10.1146/annurev-economics-090622-024705,"https://scholar.google.com/scholar?q=related:vTkPVVyGbn0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
19,paper_959,12,"G Magalh√£es de Oliveira, JL Sellare, J B√∂rner",Mind your language: political discourse affects deforestation in the Brazilian Amazon,mind your language: political discourse affects deforestation in the brazilian amazon,"Land users make decisions in an increasingly dynamic environment. Changes in expectations are driven by market and non-market factors, but research on market related drivers of land use change so far dominates in the literature. This paper examines how political discourses affect deforestation rates in the Brazilian Amazon region. Relying on novel data from Twitter, we present the first causal evidence of political discourse on deforestation. Our analysis relies on municipal level monthly panel data for 2019 with alternative remotely sensed measures of forest loss and vegetation fires as outcome variables. The effect of political discourse on these outcomes is identified using a shift-share regression approach. High exposure to laissez-faire political discourses increases forest loss by 2.3-3%, and fires by 2.2%. Our findings are robust across land tenure regimes, varying levels of policy enforcement, and alternative shift-share measures. Moreover, excluding dry season periods from the analysis does not change the main result. Land use in the Brazilian Amazon is highly sensitive to whether, how, and when authorities communicate their will to enforce environmental policy regulations. 'Walking the talk' remains imperative to protect the world's tropical forests, but this study suggests that policy makers must carefully choose their words while walking.",1,0,1,1,0,NA,1,0,econstor.eu,2023,https://www.econstor.eu/handle/10419/283142,"https://scholar.google.com/scholar?cites=12016553351070285882&as_sdt=2005&sciodt=0,5&hl=en",19,NA,NA,NA,NA,NA,NA,NA,NA,12,6,4,3,2,https://www.econstor.eu/bitstream/10419/283142/1/ZEF-DP-326.pdf,"https://scholar.google.com/scholar?q=related:OgATO5tfw6YJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
20,paper_1389,281,M Povitkina,The limits of democracy in tackling climate change,the limits of democracy in tackling climate change,"Previous research has shown that democracies exhibit stronger commitments to mitigate climate change and, generally, emit less carbon dioxide than non-democratic regimes. However, there remains much unexplained variation in how democratic regimes perform in this regard. Here it is argued that the benefits of democracy for climate change mitigation are limited in the presence of widespread corruption that reduces the capacity of democratic governments to reach climate targets and reduce CO2 emissions. Using a sample of 144 countries over 1970ñ2011, the previously established relationship between the amount of countriesí CO2 emissions and their level of democracy is revisited. It is empirically tested whether this relationship is instead moderated by the levels of corruption. The results indicate that more democracy is only associated with lower CO2 emissions in low-corruption contexts. If corruption is high, democracies do not seem to do better than authoritarian regimes.",0,1,1,1,2,Environmental politics,1,1,Taylor &Francis,2018,https://www.tandfonline.com/doi/abs/10.1080/09644016.2018.1444723,"https://scholar.google.com/scholar?cites=7740325179445974437&as_sdt=2005&sciodt=0,5&hl=en",347,NA,10.1080/09644016.2018.1444723,NA,NA,NA,NA,NA,NA,281,40.14,281,1,7,https://www.tandfonline.com/doi/pdf/10.1080/09644016.2018.1444723,"https://scholar.google.com/scholar?q=related:pZXjnr0oa2sJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
21,paper_434,28,MI Midlarsky,Democracy and the Environment,democracy and the environment,"This article examines empirically the relationship between democracy and the environment. Theorists and policy-makers have been eager to put forward the virtues of democracy as a benign political influence on the environment, especially in contrast to the obvious environmental degradation under Communism that became obvious after its fall. Six measures of environmental protection or degradation are examined as the dependent variables, with the independent variables emerging from earlier tests of the impact of the environment on democracy. In the multiple regression analyses of three of the environmental indicators, deforestation, carbon dioxide emission, and soil erosion by water, the statistically significant effect of democracy on the environment actually was negative, contrary to prediction. In the fourth case, protected land area, the impact of democracy was positive while in the remaining two instances, freshwater availability and soil erosion by chemicals, there was no significant effect of democracy on the environment. Other variables such as economic development, agricultural density, European location, age of the polity, and precipitation behaved empirically as one would intuitively expect. These findings suggest that democracy cannot be viewed unidimensionally in its relationship to the environment, and that assumptions by theorists and policy-makers concerning the positive effect of democracy on the environment need to be re-examined.",1,1,1,1,1,Environmental conflict,1,1,taylorfrancis.com,2018,https://www.taylorfrancis.com/chapters/edit/10.4324/9780429500794-8/democracy-environment-manus-midlarsky,"https://scholar.google.com/scholar?cites=965198473929709911&as_sdt=2005&sciodt=0,5&hl=en",37,NA,10.4324/9780429500794-8,NA,NA,NA,NA,NA,NA,28,4,28,1,7,NA,"https://scholar.google.com/scholar?q=related:V1lU8OUSZQ0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
22,paper_864,1,"S Gupta, S Gupta",Joint Management of Forests and Split Role of the State: The Politics of Forest Conservation in J&K,joint management of forests and split role of the state: the politics of forest conservation in j&k,"In this chapter, I aim to understand the politics around the National Afforestation Programme (NAP) and examine the interplay between the central Ministry of Environment and Forests (MoEF), the J&K Forest Department (FD), the State Forest Corporation (SFC), local NGOs and forest field-staff. The following questions are addressed in this chapter: what is the agenda of the NAP and how do various players associated with it interact with each other? What potential does the programme have for sustainable management of forest resources through local participation and partnership? How can the local state be understood in its divided role of both implementing the programme, and contravening the forest laws and regulations? In light of these questions, I examine the relations of power among players involved in forest management and highlight diverse forms of politics from national to local level.",1,0,0,0,0,Contesting Conservation: Shahtoosh Trade and Forest ‚Ä¶,1,1,Springer,2018,https://link.springer.com/chapter/10.1007/978-3-319-72257-3_7,"https://scholar.google.com/scholar?cites=10322894908698092376&as_sdt=2005&sciodt=0,5&hl=en",803,NA,10.1007/978-3-319-72257-3_7,NA,NA,NA,NA,NA,NA,1,0.14,1,2,7,NA,"https://scholar.google.com/scholar?q=related:WGOj9jlKQo8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
23,paper_449,7,S. McCarthy,Democratic change and forest governance in the Asia Pacific: Implications for Myanmar,democratic change and forest governance in the asia pacific: implications for myanmar,"While signs of democratization in a country may raise hopes of better natural resource governance, especially of forests, evidence from the Asia Pacific region in countries such as Indonesia and Cambodia demonstrates no significant relationship between a countryís transition toward democracy and better forestry governance. Myanmarís transition to democracy is unlikely to counter this trend. Deeply vested interests operate within democratizing countries  that outweigh the support inside governments or civil society for improving forestry conservation. Incumbents also stand to benefit directly from initiatives that promote free trade and further investment in the forestry sector at the expense of the environment and the most vulnerable in society. International organizations returning to Myanmar must fine-tune their policies to accommodate the local political economy of deforestation and should engage with elements on the periphery, dissenting voices inside the government, and a broad range of local civil society organizations. Failure to do so may exacerbate current trends and lead to future conflicts in the already volatile cease-fire areas",1,1,0,1,0,Asia Pacific Issues,1,1,NA,2014,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84894360709&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84894360709&origin=inward,81,Article,NA,1522-0966,https://api.elsevier.com/content/abstract/scopus_id/84894360709,NA,112,1,8,7,0.64,7,1,11,NA,NA,scopus
